DCounts,Refs,R
501.00,0.1112,2
498.00,0.1112,2
494.00,0.1112,2
501.00,0.1112,2
498.00,0.1112,2
500.00,0.1112,2
499.00,0.1112,2
495.00,0.1112,2
490.00,0.1112,2
491.00,0.1112,2
489.00,0.1112,2
495.00,0.1112,2
491.00,0.1112,2
497.00,0.1112,2
491.00,0.1112,2
496.00,0.1112,2
495.00,0.1112,2
498.00,0.1112,2
495.00,0.1112,2
499.00,0.1112,2
501.00,0.1112,2
498.00,0.1112,2
498.00,0.1112,2
491.00,0.1112,2
488.00,0.1112,2
491.00,0.1112,2
493.00,0.1112,2
495.00,0.1112,2
492.00,0.1112,2
495.00,0.1112,2
498.00,0.1112,2
494.00,0.1112,2
497.00,0.1112,2
497.00,0.1112,2
503.00,0.1112,2
500.00,0.1112,2
495.00,0.1112,2
497.00,0.1112,2
500.00,0.1112,2
488.00,0.1112,2
493.00,0.1112,2
488.00,0.1112,2
493.00,0.1112,2
494.00,0.1112,2
493.00,0.1112,2
493.00,0.1112,2
494.00,0.1112,2
498.00,0.1112,2
496.00,0.1112,2
498.00,0.1112,2
500.00,0.1112,2
500.00,0.1112,2
494.00,0.1112,2
499.00,0.1112,2
500.00,0.1112,2
500.00,0.1112,2
491.00,0.1112,2
490.00,0.1112,2
490.00,0.1112,2
496.00,0.1112,2
491.00,0.1112,2
496.00,0.1112,2
497.00,0.1112,2
491.00,0.1112,2
495.00,0.1112,2
499.00,0.1112,2
500.00,0.1112,2
496.00,0.1112,2
501.00,0.1112,2
500.00,0.1112,2
501.00,0.1112,2
498.00,0.1112,2
490.00,0.1112,2
490.00,0.1112,2
493.00,0.1112,2
494.00,0.1112,2
494.00,0.1112,2
493.00,0.1112,2
499.00,0.1112,2
493.00,0.1112,2
498.00,0.1112,2
499.00,0.1112,2
501.00,0.1112,2
498.00,0.1112,2
495.00,0.1112,2
500.00,0.1112,2
503.00,0.1112,2
498.00,0.1112,2
498.00,0.1112,2
488.00,0.1112,2
488.00,0.1112,2
489.00,0.1112,2
491.00,0.1112,2
492.00,0.1112,2
493.00,0.1112,2
494.00,0.1112,2
498.00,0.1112,2
494.00,0.1112,2
500.00,0.1112,2
502.00,0.1112,2
497.00,0.1112,2
497.00,0.1112,2
502.00,0.1112,2
500.00,0.1112,2
498.00,0.1112,2
493.00,0.1112,2
494.00,0.1112,2
496.00,0.1112,2
490.00,0.1112,2
492.00,0.1112,2
493.00,0.1112,2
495.00,0.1112,2
496.00,0.1112,2
499.00,0.1112,2
497.00,0.1112,2
499.00,0.1112,2
499.00,0.1112,2
498.00,0.1112,2
497.00,0.1112,2
498.00,0.1112,2
499.00,0.1112,2
491.00,0.1112,2
494.00,0.1112,2
493.00,0.1112,2
492.00,0.1112,2
495.00,0.1112,2
495.00,0.1112,2
494.00,0.1112,2
493.00,0.1112,2
497.00,0.1112,2
498.00,0.1112,2
500.00,0.1112,2
495.00,0.1112,2
497.00,0.1112,2
502.00,0.1112,2
502.00,0.1112,2
499.00,0.1112,2
488.00,0.1112,2
491.00,0.1112,2
495.00,0.1112,2
492.00,0.1112,2
490.00,0.1112,2
496.00,0.1112,2
496.00,0.1112,2
492.00,0.1112,2
497.00,0.1112,2
499.00,0.1112,2
500.00,0.1112,2
492.00,0.1112,2
499.00,0.1112,2
498.00,0.1112,2
501.00,0.1112,2
491.00,0.1112,2
491.00,0.1112,2
491.00,0.1112,2
494.00,0.1112,2
495.00,0.1112,2
499.00,0.1112,2
494.00,0.1112,2
492.00,0.1112,2
497.00,0.1112,2
502.00,0.1112,2
499.00,0.1112,2
497.00,0.1112,2
500.00,0.1112,2
501.00,0.1112,2
501.00,0.1112,2
497.00,0.1112,2
494.00,0.1112,2
489.00,0.1112,2
487.00,0.1112,2
493.00,0.1112,2
491.00,0.1112,2
495.00,0.1112,2
492.00,0.1112,2
490.00,0.1112,2
495.00,0.1112,2
501.00,0.1112,2
494.00,0.1112,2
497.00,0.1112,2
500.00,0.1112,2
501.00,0.1112,2
499.00,0.1112,2
498.00,0.1112,2
497.00,0.1112,2
489.00,0.1112,2
492.00,0.1112,2
492.00,0.1112,2
494.00,0.1112,2
494.00,0.1112,2
494.00,0.1112,2
494.00,0.1112,2
493.00,0.1112,2
498.00,0.1112,2
497.00,0.1112,2
500.00,0.1112,2
497.00,0.1112,2
498.00,0.1112,2
495.00,0.1112,2
499.00,0.1112,2
498.00,0.1112,2
495.00,0.1112,2
493.00,0.1112,2
491.00,0.1112,2
490.00,0.1112,2
496.00,0.1112,2
496.00,0.1112,2
495.00,0.1112,2
493.00,0.1112,2
495.00,0.1112,2
496.00,0.1112,2
499.00,0.1112,2
501.00,0.1112,2
495.00,0.1112,2
500.00,0.1112,2
503.00,0.1112,2
496.00,0.1112,2
491.00,0.1112,2
494.00,0.1112,2
490.00,0.1112,2
490.00,0.1112,2
492.00,0.1112,2
490.00,0.1112,2
499.00,0.1112,2
490.00,0.1112,2
496.00,0.1112,2
499.00,0.1112,2
497.00,0.1112,2
501.00,0.1112,2
500.00,0.1112,2
501.00,0.1112,2
498.00,0.1112,2
498.00,0.1112,2
498.00,0.1112,2
492.00,0.1112,2
494.00,0.1112,2
490.00,0.1112,2
491.00,0.1112,2
492.00,0.1112,2
492.00,0.1112,2
496.00,0.1112,2
496.00,0.1112,2
495.00,0.1112,2
498.00,0.1112,2
498.00,0.1112,2
500.00,0.1112,2
499.00,0.1112,2
499.00,0.1112,2
502.00,0.1112,2
497.00,0.1112,2
493.00,0.1112,2
490.00,0.1112,2
488.00,0.1112,2
491.00,0.1112,2
494.00,0.1112,2
496.00,0.1112,2
499.00,0.1112,2
496.00,0.1112,2
497.00,0.1112,2
501.00,0.1112,2
500.00,0.1112,2
495.00,0.1112,2
495.00,0.1112,2
501.00,0.1112,2
503.00,0.1112,2
493.00,0.1112,2
490.00,0.1112,2
489.00,0.1112,2
493.00,0.1112,2
494.00,0.1112,2
493.00,0.1112,2
494.00,0.1112,2
494.00,0.1112,2
499.00,0.1112,2
500.00,0.1112,2
498.00,0.1112,2
501.00,0.1112,2
499.00,0.1112,2
500.00,0.1112,2
497.00,0.1112,2
498.00,0.1112,2
489.00,0.1112,2
488.00,0.1112,2
492.00,0.1112,2
494.00,0.1112,2
491.00,0.1112,2
490.00,0.1112,2
495.00,0.1112,2
496.00,0.1112,2
499.00,0.1112,2
495.00,0.1112,2
502.00,0.1112,2
500.00,0.1112,2
498.00,0.1112,2
496.00,0.1112,2
495.00,0.1112,2
486.00,0.1112,2
492.00,0.1112,2
490.00,0.1112,2
491.00,0.1112,2
491.00,0.1112,2
500.00,0.1112,2
496.00,0.1112,2
497.00,0.1112,2
501.00,0.1112,2
500.00,0.1112,2
536.00,0.1639,2
539.00,0.1639,2
542.00,0.1639,2
543.00,0.1639,2
544.00,0.1639,2
544.00,0.1639,2
535.00,0.1639,2
534.00,0.1639,2
537.00,0.1639,2
539.00,0.1639,2
539.00,0.1639,2
539.00,0.1639,2
543.00,0.1639,2
545.00,0.1639,2
544.00,0.1639,2
540.00,0.1639,2
543.00,0.1639,2
547.00,0.1639,2
548.00,0.1639,2
545.00,0.1639,2
542.00,0.1639,2
546.00,0.1639,2
542.00,0.1639,2
533.00,0.1639,2
532.00,0.1639,2
538.00,0.1639,2
539.00,0.1639,2
537.00,0.1639,2
540.00,0.1639,2
543.00,0.1639,2
542.00,0.1639,2
541.00,0.1639,2
541.00,0.1639,2
545.00,0.1639,2
545.00,0.1639,2
542.00,0.1639,2
548.00,0.1639,2
548.00,0.1639,2
544.00,0.1639,2
531.00,0.1639,2
536.00,0.1639,2
539.00,0.1639,2
535.00,0.1639,2
537.00,0.1639,2
542.00,0.1639,2
542.00,0.1639,2
539.00,0.1639,2
542.00,0.1639,2
545.00,0.1639,2
548.00,0.1639,2
545.00,0.1639,2
543.00,0.1639,2
547.00,0.1639,2
541.00,0.1639,2
547.00,0.1639,2
544.00,0.1639,2
529.00,0.1639,2
532.00,0.1639,2
534.00,0.1639,2
538.00,0.1639,2
537.00,0.1639,2
538.00,0.1639,2
538.00,0.1639,2
543.00,0.1639,2
543.00,0.1639,2
538.00,0.1639,2
542.00,0.1639,2
547.00,0.1639,2
548.00,0.1639,2
545.00,0.1639,2
546.00,0.1639,2
544.00,0.1639,2
533.00,0.1639,2
533.00,0.1639,2
540.00,0.1639,2
536.00,0.1639,2
539.00,0.1639,2
538.00,0.1639,2
539.00,0.1639,2
545.00,0.1639,2
543.00,0.1639,2
541.00,0.1639,2
544.00,0.1639,2
548.00,0.1639,2
546.00,0.1639,2
547.00,0.1639,2
543.00,0.1639,2
544.00,0.1639,2
529.00,0.1639,2
536.00,0.1639,2
535.00,0.1639,2
537.00,0.1639,2
540.00,0.1639,2
543.00,0.1639,2
539.00,0.1639,2
543.00,0.1639,2
542.00,0.1639,2
544.00,0.1639,2
546.00,0.1639,2
545.00,0.1639,2
546.00,0.1639,2
549.00,0.1639,2
548.00,0.1639,2
544.00,0.1639,2
531.00,0.1639,2
535.00,0.1639,2
535.00,0.1639,2
538.00,0.1639,2
538.00,0.1639,2
541.00,0.1639,2
544.00,0.1639,2
543.00,0.1639,2
543.00,0.1639,2
544.00,0.1639,2
544.00,0.1639,2
548.00,0.1639,2
543.00,0.1639,2
548.00,0.1639,2
543.00,0.1639,2
548.00,0.1639,2
529.00,0.1639,2
536.00,0.1639,2
535.00,0.1639,2
538.00,0.1639,2
539.00,0.1639,2
537.00,0.1639,2
544.00,0.1639,2
541.00,0.1639,2
544.00,0.1639,2
542.00,0.1639,2
547.00,0.1639,2
548.00,0.1639,2
546.00,0.1639,2
548.00,0.1639,2
544.00,0.1639,2
546.00,0.1639,2
544.00,0.1639,2
532.00,0.1639,2
537.00,0.1639,2
534.00,0.1639,2
537.00,0.1639,2
539.00,0.1639,2
543.00,0.1639,2
541.00,0.1639,2
537.00,0.1639,2
545.00,0.1639,2
545.00,0.1639,2
545.00,0.1639,2
546.00,0.1639,2
539.00,0.1639,2
546.00,0.1639,2
547.00,0.1639,2
544.00,0.1639,2
542.00,0.1639,2
528.00,0.1639,2
532.00,0.1639,2
536.00,0.1639,2
540.00,0.1639,2
542.00,0.1639,2
536.00,0.1639,2
543.00,0.1639,2
542.00,0.1639,2
535.00,0.1639,2
541.00,0.1639,2
541.00,0.1639,2
545.00,0.1639,2
541.00,0.1639,2
542.00,0.1639,2
546.00,0.1639,2
548.00,0.1639,2
529.00,0.1639,2
534.00,0.1639,2
537.00,0.1639,2
538.00,0.1639,2
537.00,0.1639,2
542.00,0.1639,2
537.00,0.1639,2
539.00,0.1639,2
543.00,0.1639,2
541.00,0.1639,2
544.00,0.1639,2
547.00,0.1639,2
547.00,0.1639,2
545.00,0.1639,2
549.00,0.1639,2
548.00,0.1639,2
526.00,0.1639,2
533.00,0.1639,2
535.00,0.1639,2
536.00,0.1639,2
535.00,0.1639,2
539.00,0.1639,2
540.00,0.1639,2
537.00,0.1639,2
536.00,0.1639,2
538.00,0.1639,2
545.00,0.1639,2
544.00,0.1639,2
545.00,0.1639,2
546.00,0.1639,2
545.00,0.1639,2
543.00,0.1639,2
543.00,0.1639,2
527.00,0.1639,2
532.00,0.1639,2
535.00,0.1639,2
537.00,0.1639,2
541.00,0.1639,2
536.00,0.1639,2
543.00,0.1639,2
542.00,0.1639,2
535.00,0.1639,2
540.00,0.1639,2
539.00,0.1639,2
540.00,0.1639,2
542.00,0.1639,2
543.00,0.1639,2
544.00,0.1639,2
538.00,0.1639,2
547.00,0.1639,2
524.00,0.1639,2
535.00,0.1639,2
537.00,0.1639,2
537.00,0.1639,2
532.00,0.1639,2
537.00,0.1639,2
542.00,0.1639,2
538.00,0.1639,2
537.00,0.1639,2
536.00,0.1639,2
542.00,0.1639,2
545.00,0.1639,2
541.00,0.1639,2
544.00,0.1639,2
545.00,0.1639,2
545.00,0.1639,2
526.00,0.1639,2
534.00,0.1639,2
535.00,0.1639,2
533.00,0.1639,2
532.00,0.1639,2
537.00,0.1639,2
540.00,0.1639,2
539.00,0.1639,2
539.00,0.1639,2
541.00,0.1639,2
544.00,0.1639,2
543.00,0.1639,2
543.00,0.1639,2
546.00,0.1639,2
541.00,0.1639,2
547.00,0.1639,2
545.00,0.1639,2
526.00,0.1639,2
534.00,0.1639,2
534.00,0.1639,2
537.00,0.1639,2
531.00,0.1639,2
542.00,0.1639,2
539.00,0.1639,2
540.00,0.1639,2
538.00,0.1639,2
545.00,0.1639,2
543.00,0.1639,2
545.00,0.1639,2
543.00,0.1639,2
546.00,0.1639,2
546.00,0.1639,2
545.00,0.1639,2
523.00,0.1639,2
529.00,0.1639,2
534.00,0.1639,2
537.00,0.1639,2
542.00,0.1639,2
540.00,0.1639,2
538.00,0.1639,2
542.00,0.1639,2
540.00,0.1639,2
543.00,0.1639,2
544.00,0.1639,2
539.00,0.1639,2
544.00,0.1639,2
541.00,0.1639,2
543.00,0.1639,2
541.00,0.1639,2
546.00,0.1639,2
520.00,0.1639,2
533.00,0.1639,2
535.00,0.1639,2
535.00,0.1639,2
534.00,0.1639,2
541.00,0.1639,2
538.00,0.1639,2
542.00,0.1639,2
539.00,0.1639,2
538.00,0.1639,2
544.00,0.1639,2
542.00,0.1639,2
546.00,0.1639,2
544.00,0.1639,2
546.00,0.1639,2
545.00,0.1639,2
541.00,0.1639,2
519.00,0.1639,2
533.00,0.1639,2
531.00,0.1639,2
536.00,0.1639,2
532.00,0.1639,2
534.00,0.1639,2
538.00,0.1639,2
539.00,0.1639,2
538.00,0.1639,2
539.00,0.1639,2
539.00,0.1639,2
542.00,0.1639,2
544.00,0.1639,2
544.00,0.1639,2
546.00,0.1639,2
542.00,0.1639,2
520.00,0.1639,2
533.00,0.1639,2
538.00,0.1639,2
537.00,0.1639,2
535.00,0.1639,2
537.00,0.1639,2
533.00,0.1639,2
537.00,0.1639,2
539.00,0.1639,2
539.00,0.1639,2
538.00,0.1639,2
542.00,0.1639,2
538.00,0.1639,2
543.00,0.1639,2
539.00,0.1639,2
539.00,0.1639,2
543.00,0.1639,2
531.00,0.1639,2
533.00,0.1639,2
535.00,0.1639,2
539.00,0.1639,2
536.00,0.1639,2
540.00,0.1639,2
540.00,0.1639,2
536.00,0.1639,2
536.00,0.1639,2
545.00,0.1639,2
536.00,0.1639,2
542.00,0.1639,2
543.00,0.1639,2
542.00,0.1639,2
542.00,0.1639,2
544.00,0.1639,2
517.00,0.1639,2
531.00,0.1639,2
533.00,0.1639,2
533.00,0.1639,2
539.00,0.1639,2
534.00,0.1639,2
538.00,0.1639,2
534.00,0.1639,2
537.00,0.1639,2
538.00,0.1639,2
543.00,0.1639,2
536.00,0.1639,2
541.00,0.1639,2
543.00,0.1639,2
540.00,0.1639,2
544.00,0.1639,2
543.00,0.1639,2
514.00,0.1639,2
528.00,0.1639,2
533.00,0.1639,2
536.00,0.1639,2
536.00,0.1639,2
538.00,0.1639,2
537.00,0.1639,2
538.00,0.1639,2
540.00,0.1639,2
538.00,0.1639,2
541.00,0.1639,2
542.00,0.1639,2
542.00,0.1639,2
542.00,0.1639,2
536.00,0.1639,2
543.00,0.1639,2
514.00,0.1639,2
534.00,0.1639,2
532.00,0.1639,2
531.00,0.1639,2
539.00,0.1639,2
540.00,0.1639,2
535.00,0.1639,2
534.00,0.1639,2
537.00,0.1639,2
542.00,0.1639,2
541.00,0.1639,2
538.00,0.1639,2
543.00,0.1639,2
542.00,0.1639,2
543.00,0.1639,2
538.00,0.1639,2
544.00,0.1639,2
514.00,0.1639,2
529.00,0.1639,2
529.00,0.1639,2
535.00,0.1639,2
538.00,0.1639,2
539.00,0.1639,2
532.00,0.1639,2
537.00,0.1639,2
539.00,0.1639,2
539.00,0.1639,2
537.00,0.1639,2
543.00,0.1639,2
539.00,0.1639,2
538.00,0.1639,2
543.00,0.1639,2
542.00,0.1639,2
542.00,0.1639,2
510.00,0.1639,2
533.00,0.1639,2
531.00,0.1639,2
537.00,0.1639,2
535.00,0.1639,2
532.00,0.1639,2
537.00,0.1639,2
537.00,0.1639,2
534.00,0.1639,2
536.00,0.1639,2
539.00,0.1639,2
544.00,0.1639,2
541.00,0.1639,2
538.00,0.1639,2
536.00,0.1639,2
541.00,0.1639,2
509.00,0.1639,2
531.00,0.1639,2
530.00,0.1639,2
533.00,0.1639,2
533.00,0.1639,2
538.00,0.1639,2
535.00,0.1639,2
539.00,0.1639,2
538.00,0.1639,2
540.00,0.1639,2
539.00,0.1639,2
538.00,0.1639,2
539.00,0.1639,2
543.00,0.1639,2
537.00,0.1639,2
539.00,0.1639,2
542.00,0.1639,2
531.00,0.1639,2
532.00,0.1639,2
532.00,0.1639,2
530.00,0.1639,2
538.00,0.1639,2
539.00,0.1639,2
536.00,0.1639,2
534.00,0.1639,2
539.00,0.1639,2
539.00,0.1639,2
538.00,0.1639,2
537.00,0.1639,2
538.00,0.1639,2
538.00,0.1639,2
542.00,0.1639,2
535.00,0.1639,2
507.00,0.1639,2
532.00,0.1639,2
534.00,0.1639,2
533.00,0.1639,2
534.00,0.1639,2
536.00,0.1639,2
535.00,0.1639,2
540.00,0.1639,2
535.00,0.1639,2
539.00,0.1639,2
537.00,0.1639,2
539.00,0.1639,2
536.00,0.1639,2
539.00,0.1639,2
542.00,0.1639,2
540.00,0.1639,2
537.00,0.1639,2
528.00,0.1639,2
531.00,0.1639,2
534.00,0.1639,2
532.00,0.1639,2
532.00,0.1639,2
533.00,0.1639,2
535.00,0.1639,2
536.00,0.1639,2
538.00,0.1639,2
534.00,0.1639,2
539.00,0.1639,2
542.00,0.1639,2
539.00,0.1639,2
538.00,0.1639,2
538.00,0.1639,2
538.00,0.1639,2
500.00,0.1639,2
532.00,0.1639,2
530.00,0.1639,2
532.00,0.1639,2
532.00,0.1639,2
531.00,0.1639,2
537.00,0.1639,2
533.00,0.1639,2
536.00,0.1639,2
538.00,0.1639,2
538.00,0.1639,2
537.00,0.1639,2
539.00,0.1639,2
535.00,0.1639,2
541.00,0.1639,2
535.00,0.1639,2
538.00,0.1639,2
499.00,0.1639,2
530.00,0.1639,2
527.00,0.1639,2
533.00,0.1639,2
535.00,0.1639,2
537.00,0.1639,2
534.00,0.1639,2
535.00,0.1639,2
538.00,0.1639,2
534.00,0.1639,2
536.00,0.1639,2
536.00,0.1639,2
538.00,0.1639,2
537.00,0.1639,2
534.00,0.1639,2
537.00,0.1639,2
537.00,0.1639,2
497.00,0.1639,2
530.00,0.1639,2
530.00,0.1639,2
531.00,0.1639,2
533.00,0.1639,2
534.00,0.1639,2
536.00,0.1639,2
534.00,0.1639,2
536.00,0.1639,2
539.00,0.1639,2
539.00,0.1639,2
533.00,0.1639,2
535.00,0.1639,2
537.00,0.1639,2
537.00,0.1639,2
537.00,0.1639,2
537.00,0.1639,2
495.00,0.1639,2
525.00,0.1639,2
531.00,0.1639,2
529.00,0.1639,2
532.00,0.1639,2
532.00,0.1639,2
534.00,0.1639,2
536.00,0.1639,2
537.00,0.1639,2
531.00,0.1639,2
538.00,0.1639,2
538.00,0.1639,2
533.00,0.1639,2
539.00,0.1639,2
536.00,0.1639,2
538.00,0.1639,2
535.00,0.1639,2
520.00,0.1639,2
524.00,0.1639,2
522.00,0.1639,2
523.00,0.1639,2
520.00,0.1639,2
520.00,0.1639,2
504.00,0.303,4
499.00,0.303,4
501.00,0.303,4
500.00,0.303,4
505.00,0.303,4
503.00,0.303,4
501.00,0.303,4
505.00,0.303,4
517.00,0.303,4
498.00,0.303,4
502.00,0.303,4
504.00,0.303,4
505.00,0.303,4
504.00,0.303,4
503.00,0.303,4
501.00,0.303,4
501.00,0.303,4
499.00,0.303,4
503.00,0.303,4
503.00,0.303,4
504.00,0.303,4
505.00,0.303,4
504.00,0.303,4
502.00,0.303,4
501.00,0.303,4
516.00,0.303,4
499.00,0.303,4
506.00,0.303,4
504.00,0.303,4
504.00,0.303,4
504.00,0.303,4
506.00,0.303,4
505.00,0.303,4
515.00,0.303,4
505.00,0.303,4
505.00,0.303,4
501.00,0.303,4
505.00,0.303,4
505.00,0.303,4
506.00,0.303,4
505.00,0.303,4
504.00,0.303,4
516.00,0.303,4
501.00,0.303,4
501.00,0.303,4
502.00,0.303,4
501.00,0.303,4
506.00,0.303,4
504.00,0.303,4
505.00,0.303,4
503.00,0.303,4
517.00,0.303,4
501.00,0.303,4
504.00,0.303,4
502.00,0.303,4
504.00,0.303,4
506.00,0.303,4
506.00,0.303,4
504.00,0.303,4
503.00,0.303,4
515.00,0.303,4
501.00,0.303,4
505.00,0.303,4
503.00,0.303,4
501.00,0.303,4
504.00,0.303,4
508.00,0.303,4
503.00,0.303,4
515.00,0.303,4
500.00,0.303,4
505.00,0.303,4
501.00,0.303,4
506.00,0.303,4
505.00,0.303,4
505.00,0.303,4
504.00,0.303,4
504.00,0.303,4
518.00,0.303,4
501.00,0.303,4
503.00,0.303,4
504.00,0.303,4
507.00,0.303,4
505.00,0.303,4
504.00,0.303,4
506.00,0.303,4
504.00,0.303,4
519.00,0.303,4
503.00,0.303,4
504.00,0.303,4
507.00,0.303,4
504.00,0.303,4
504.00,0.303,4
507.00,0.303,4
504.00,0.303,4
504.00,0.303,4
504.00,0.303,4
503.00,0.303,4
503.00,0.303,4
505.00,0.303,4
504.00,0.303,4
503.00,0.303,4
518.00,0.303,4
500.00,0.303,4
499.00,0.303,4
504.00,0.303,4
501.00,0.303,4
504.00,0.303,4
503.00,0.303,4
504.00,0.303,4
505.00,0.303,4
504.00,0.303,4
560.00,0.5415,4
559.00,0.5415,4
561.00,0.5415,4
560.00,0.5415,4
555.00,0.5415,4
554.00,0.5415,4
555.00,0.5415,4
555.00,0.5415,4
554.00,0.5415,4
552.00,0.5415,4
553.00,0.5415,4
555.00,0.5415,4
553.00,0.5415,4
553.00,0.5415,4
555.00,0.5415,4
554.00,0.5415,4
556.00,0.5415,4
553.00,0.5415,4
556.00,0.5415,4
558.00,0.5415,4
554.00,0.5415,4
556.00,0.5415,4
552.00,0.5415,4
553.00,0.5415,4
558.00,0.5415,4
554.00,0.5415,4
552.00,0.5415,4
555.00,0.5415,4
560.00,0.5415,4
556.00,0.5415,4
556.00,0.5415,4
554.00,0.5415,4
555.00,0.5415,4
557.00,0.5415,4
557.00,0.5415,4
554.00,0.5415,4
557.00,0.5415,4
557.00,0.5415,4
555.00,0.5415,4
555.00,0.5415,4
556.00,0.5415,4
556.00,0.5415,4
556.00,0.5415,4
556.00,0.5415,4
555.00,0.5415,4
557.00,0.5415,4
555.00,0.5415,4
553.00,0.5415,4
554.00,0.5415,4
556.00,0.5415,4
555.00,0.5415,4
553.00,0.5415,4
554.00,0.5415,4
554.00,0.5415,4
554.00,0.5415,4
556.00,0.5415,4
555.00,0.5415,4
556.00,0.5415,4
554.00,0.5415,4
557.00,0.5415,4
556.00,0.5415,4
553.00,0.5415,4
556.00,0.5415,4
556.00,0.5415,4
555.00,0.5415,4
555.00,0.5415,4
553.00,0.5415,4
556.00,0.5415,4
556.00,0.5415,4
553.00,0.5415,4
554.00,0.5415,4
554.00,0.5415,4
557.00,0.5415,4
555.00,0.5415,4
556.00,0.5415,4
554.00,0.5415,4
555.00,0.5415,4
553.00,0.5415,4
553.00,0.5415,4
556.00,0.5415,4
556.00,0.5415,4
554.00,0.5415,4
552.00,0.5415,4
554.00,0.5415,4
555.00,0.5415,4
553.00,0.5415,4
555.00,0.5415,4
553.00,0.5415,4
556.00,0.5415,4
556.00,0.5415,4
552.00,0.5415,4
554.00,0.5415,4
557.00,0.5415,4
554.00,0.5415,4
552.00,0.5415,4
554.00,0.5415,4
553.00,0.5415,4
555.00,0.5415,4
553.00,0.5415,4
554.00,0.5415,4
554.00,0.5415,4
553.00,0.5415,4
554.00,0.5415,4
554.00,0.5415,4
553.00,0.5415,4
555.00,0.5415,4
556.00,0.5415,4
553.00,0.5415,4
555.00,0.5415,4
589.00,0.895,4
587.00,0.895,4
588.00,0.895,4
590.00,0.895,4
591.00,0.895,4
592.00,0.895,4
592.00,0.895,4
589.00,0.895,4
589.00,0.895,4
590.00,0.895,4
590.00,0.895,4
591.00,0.895,4
590.00,0.895,4
590.00,0.895,4
589.00,0.895,4
589.00,0.895,4
589.00,0.895,4
589.00,0.895,4
590.00,0.895,4
591.00,0.895,4
590.00,0.895,4
591.00,0.895,4
589.00,0.895,4
588.00,0.895,4
591.00,0.895,4
590.00,0.895,4
592.00,0.895,4
590.00,0.895,4
591.00,0.895,4
594.00,0.895,4
587.00,0.895,4
589.00,0.895,4
590.00,0.895,4
590.00,0.895,4
591.00,0.895,4
591.00,0.895,4
591.00,0.895,4
590.00,0.895,4
569.00,0.895,4
588.00,0.895,4
589.00,0.895,4
589.00,0.895,4
591.00,0.895,4
589.00,0.895,4
590.00,0.895,4
592.00,0.895,4
592.00,0.895,4
571.00,0.895,4
585.00,0.895,4
588.00,0.895,4
590.00,0.895,4
589.00,0.895,4
590.00,0.895,4
589.00,0.895,4
594.00,0.895,4
590.00,0.895,4
569.00,0.895,4
588.00,0.895,4
589.00,0.895,4
590.00,0.895,4
591.00,0.895,4
589.00,0.895,4
588.00,0.895,4
591.00,0.895,4
591.00,0.895,4
588.00,0.895,4
589.00,0.895,4
589.00,0.895,4
591.00,0.895,4
588.00,0.895,4
589.00,0.895,4
591.00,0.895,4
589.00,0.895,4
590.00,0.895,4
588.00,0.895,4
588.00,0.895,4
590.00,0.895,4
588.00,0.895,4
589.00,0.895,4
588.00,0.895,4
588.00,0.895,4
589.00,0.895,4
589.00,0.895,4
589.00,0.895,4
590.00,0.895,4
591.00,0.895,4
589.00,0.895,4
586.00,0.895,4
589.00,0.895,4
587.00,0.895,4
589.00,0.895,4
589.00,0.895,4
590.00,0.895,4
589.00,0.895,4
588.00,0.895,4
589.00,0.895,4
588.00,0.895,4
589.00,0.895,4
589.00,0.895,4
591.00,0.895,4
591.00,0.895,4
589.00,0.895,4
589.00,0.895,4
589.00,0.895,4
589.00,0.895,4
589.00,0.895,4
590.00,0.895,4
590.00,0.895,4
588.00,0.895,4
590.00,0.895,4
589.00,0.895,4
590.00,0.895,4
587.00,0.895,4
591.00,0.895,4
590.00,0.895,4
590.00,0.895,4
587.00,0.895,4
589.00,0.895,4
400.00,0.0887,4
399.00,0.0887,4
403.00,0.0887,4
402.00,0.0887,4
398.00,0.0887,4
402.00,0.0887,4
401.00,0.0887,4
403.00,0.0887,4
401.00,0.0887,4
402.00,0.0887,4
400.00,0.0887,4
402.00,0.0887,4
403.00,0.0887,4
400.00,0.0887,4
402.00,0.0887,4
400.00,0.0887,4
402.00,0.0887,4
404.00,0.0887,4
401.00,0.0887,4
404.00,0.0887,4
398.00,0.0887,4
400.00,0.0887,4
402.00,0.0887,4
401.00,0.0887,4
402.00,0.0887,4
404.00,0.0887,4
402.00,0.0887,4
400.00,0.0887,4
402.00,0.0887,4
401.00,0.0887,4
403.00,0.0887,4
402.00,0.0887,4
400.00,0.0887,4
401.00,0.0887,4
403.00,0.0887,4
402.00,0.0887,4
402.00,0.0887,4
403.00,0.0887,4
403.00,0.0887,4
404.00,0.0887,4
405.00,0.0887,4
404.00,0.0887,4
402.00,0.0887,4
404.00,0.0887,4
400.00,0.0887,4
401.00,0.0887,4
402.00,0.0887,4
405.00,0.0887,4
403.00,0.0887,4
404.00,0.0887,4
404.00,0.0887,4
402.00,0.0887,4
402.00,0.0887,4
400.00,0.0887,4
403.00,0.0887,4
403.00,0.0887,4
401.00,0.0887,4
403.00,0.0887,4
401.00,0.0887,4
403.00,0.0887,4
404.00,0.0887,4
402.00,0.0887,4
400.00,0.0887,4
402.00,0.0887,4
401.00,0.0887,4
402.00,0.0887,4
404.00,0.0887,4
404.00,0.0887,4
401.00,0.0887,4
402.00,0.0887,4
404.00,0.0887,4
405.00,0.0887,4
400.00,0.0887,4
